ROUTE_ID,노선명,순번,NODE_ID,ARS_ID,정류소명
116000002,6615,25,116900276,17202,천왕역4번출구
121900003,서초10,25,121900135,22897,교대역6번출구
100100131,1020,25,100000022,1117,경복궁
122000002,6102,25,161010559,92646,GS주유소(가상)
100100315,6641,25,232000020,41013,신안실크밸리3차
100100144,1128,25,108000056,9144,신일병원
100100566,1115,25,108000368,9308,삼각산119안전센터
100100290,6411,25,118000179,19264,대림역12번출구
100100449,7013A,25,113000038,14128,광흥창역
100100151,1136,25,110000217,11318,월계미륭아파트
100100251,5513,25,120000142,21244,구암중학교
100100255,5519,25,120000421,21350,신림사거리.신림역
100100370,8111,25,108000137,9225,SK아파트.벽산아파트상가
100100276,5619,25,116000023,17109,구로고등학교
100100077,501,25,101000033,2128,시청앞
100100076,500,25,119000124,20219,신상도초등학교
100100210,2413,25,122000146,23249,휘문중고등학교
100100064,406,25,102000059,3153,용산구청
100100191,2112,25,105000226,6313,래미안장안1차아파트앞
100100266,5634,25,118000063,19148,여의동주민센터
116900006,구로07,25,116000653,17267,한양수자인아파트앞
123900001,송파01,25,123900021,24525,세륜중학교
100100288,5714,25,116000059,17145,구로역·NC신구로점
122000001,4435,25,121000083,22159,서울교대사거리
100100212,3212,25,124000198,25315,성내구립도서관.사회적경제지원센터
123900002,송파02,25,123900034,24537,송파파인타운3단지
111000019,2236,25,106000486,7142,능산사거리
110000005,8101,25,101000038,2135,시청.서소문청사
100100573,6702,25,101000094,2196,약수역7번출구.약수동주민센터
124000014,6007,25,118000054,19139,여의나루역
103900012,성동03-2,25,103900289,4909,한양종합기술연구원.생활과학대학
124000040,8332,25,124000058,25158,천호동공원
100100093,640,26,119000011,20011,노량진역
100100226,3414,26,122000089,23192,봉은사역3번출구.삼성1파출소
116900003,구로10,26,116000025,17111,구로구청
100100285,5633,26,117000924,18239,시흥대교
122900002,강남05,26,123000298,24389,가락시장.헬리오시티
100100583,121,26,105000101,6187,떡전교앞
100100332,6715,26,113000075,14166,상암초등학교
100100218,3220,26,104000157,5250,광진광장
100100459,440,26,121000261,22337,헌인마을.서울농업기술센터
100100131,1020,26,100000107,1203,안국동
100100248,5012,26,114000151,15254,목동역
100100088,603,26,118000193,19278,선유도공원
100100588,N62,26,118000132,19217,안양천입구
100100087,602,26,118000132,19217,안양천입구
100100090,605,26,118000132,19217,안양천입구
100100331,6714,26,118000132,19217,안양천입구
100100301,6623,26,118000132,19217,안양천입구
115900001,강서04,26,115900241,16462,염창동주민센터
100100495,672,26,115000154,16251,태영.삼성한사랑아파트
100100304,6627,26,115000153,16250,염창동관음삼성아파트
115000010,N64,26,114000170,15273,신서고등학교.영상고등학교입구
115000008,N65,26,114000170,15273,신서고등학교.영상고등학교입구
100100357,7726,26,111000003,12003,수색교
116000004,660,26,116000004,17004,신도림동.구로역
123000013,N73,26,103900214,4257,성수사거리
100100258,5522B호암,26,120000113,21215,남강중고등학교입구
107900005,성북04,26,107000214,8310,보문2교
109900001,도봉01,26,109900036,10785,엘지전자
110900001,노원04,26,110900097,11897,대동아파트
107900003,성북02,26,107900317,8822,선잠단지.성락원앞
100100453,6613,26,116000123,17213,고척근린공원
109900010,노원15,26,109000052,10137,창동쌍용.성원아파트
100100169,1161,26,109000052,10137,창동쌍용.성원아파트
109900006,도봉08,26,109900034,10787,윤성빌라.다리앞
100100440,700,26,218000143,35629,화전역앞(중)
100100266,5634,26,118000059,19144,63빌딩.가톨릭대학교여의도성모병원
100100178,1221,26,106000200,7295,지하철6호선화랑대역
100100289,6211,26,119000007,20007,현대아파트
100100300,6620,26,114000046,15148,월촌중학교.목동1단지
117900006,금천02,26,117900116,18508,무지개아파트
114000002,8641,26,118000141,19226,신길새마을금고
121900012,서초15,26,121900058,22486,백산빌딩
100100303,6625,26,114000184,15287,신정역(은행정).신정4동주민센터
104000008,01B,26,101000043,2142,롯데영프라자
100100048,272,26,107000088,8178,성북구청.성북경찰서
113900012,마포06,26,113900171,14913,경성중고후문
116900008,영등포01,26,118900022,19530,신대림한솔솔파크아파트.충심교회
113900010,마포07,26,113900202,14957,상수역
100100579,3420,26,122000123,23226,대치역1번출구
123000011,708,26,100000363,13036,영천시장
100100416,6005,26,100000363,13036,영천시장
100100249,5413,26,120000022,21121,봉천사거리
116900005,구로14,26,116000606,17197,오남중학교
100100061,370,26,104000005,5005,중곡동입구삼거리
100100215,3216,26,105000003,6003,장한평역
100100020,141,26,105000083,6169,경동시장
100100016,110A고려대,26,103000040,4139,응봉동주민센터
100100591,N30,26,104000003,5003,군자역.용마초등학교
120900004,관악06,26,120900146,21874,한마음슈퍼
100100018,130,26,105000085,6171,홍파초등학교
121900015,서초18-1,26,121000203,22279,우면주공아파트.우면한라아파트
100100017,120,26,107000045,8135,한국과학기술연구원입구
100100043,261,26,105000233,6320,회기동현대아파트
107000009,8111,26,100000067,1162,예능교회
100100409,421,26,102000090,3184,전쟁기념관
109900003,도봉06,26,109900038,10783,우이1교
108900006,강북01,26,108900043,9832,국립재활원
108900007,강북06,26,108900058,9808,제일슈퍼
108900008,강북05,26,108900085,9771,롯데백화점
108900011,강북10-1,26,108900040,9835,청소년독서실
108900009,강북10,26,108900040,9835,청소년독서실
121900004,서초20,26,220000064,37501,잔디마을
121900002,서초08,26,121900133,22893,하이브랜드.코스트코.이마트
122000008,271B,26,100000367,1044,동묘앞
100100047,271,26,100000367,1044,동묘앞
100100202,2227,26,106000475,7465,늘푸른근린공원
111900009,은평09,26,111900143,12852,대림e편한세상1단지
100100364,7738,26,112000079,13162,홍은현대아파트.스위스그랜드호텔
124000009,6500,26,161000332,92606,공항입구JC
100100589,N61,26,120000026,21125,예술인마을.사당초등학교
100100538,6018,26,161010557,92644,영종대교(가상)
100100418,6011,26,161010557,92644,영종대교(가상)
100100419,6012,26,161000332,92606,공항입구JC
118900002,영등포07,26,118900171,19885,오거리
100100506,6006,26,161000332,92606,공항입구JC
100100322,6654,26,118000563,19300,신길역1호선
123000002,6600,26,167010602,41999,김포공항IC(가상)
122900004,강남03,26,122900086,23950,강남스포츠문화센터
117000001,N852,26,121000014,22014,논현역
100100237,4318,26,122000141,23244,삼성역
100100299,6617,26,114000091,15194,양천구청
100000008,8321A,26,104000117,5210,자양우성아파트앞
119900008,동작19,26,119900212,20956,행복유치원
107000008,422,26,205000069,49001,모란역4번출구
124000028,N26A,26,100000098,1194,종로3가
119900024,동작21,26,119900091,20912,흑석한강센트레빌2차.흑석자이
124000034,4318B,26,122000327,23435,대치유수지체육공원
100100220,3314,26,123000061,24150,영동일고트리지움APT정문앞
119900007,동작01,26,119900126,20867,노량진역
124000008,7719,26,111000320,12415,응암정보도서관
100100598,2115,26,106000223,7318,중화2동새마을금고
100100525,8772,26,111001117,12113,구파발역.롯데몰
120900001,동작13,26,119900149,20837,노량진역
119900025,동작13-1,26,119900149,20837,노량진역
100100294,6514,26,118000133,19218,양평동한솔아파트
119900006,동작10,26,119900289,20980,동양중학교
107900008,성북01,26,107900105,8987,한진207동앞
103900010,성동13,26,103900219,4848,서울숲푸르지오아파트
100100608,352,26,122000066,23168,영동교입구.청담자이아파트
100100210,2413,26,122000159,23262,대치동현대아파트
100100438,3011,26,122000144,23247,대치현대아파트
100100062,401,26,122000094,23197,삼성역7번출구
107000002,343,26,122000094,23197,삼성역7번출구
100100010,105,26,105000014,6014,떡전교사거리.동대문노인복지관
100100114,750A,26,102000004,3004,신용산역
119900011,동작11,26,119900136,20854,명창빌딩
119900013,동작02,26,119900130,20862,쌍용아파트
100100139,1124,26,108000142,9230,번동초등학교
115000005,6648,26,114000432,15358,양서중학교
100100133,1113,26,107000032,8122,정릉길음시장.길음뉴타운9단지
100900002,종로13,26,100000180,1278,상명대정문
118900001,영등포04,26,118000099,19184,도림동자치회관
100100604,4211,26,103000028,4127,한양대앞.한양시장
115900007,강서07,26,115900263,16629,길훈아파트
100100110,710,26,100000123,1219,방송통신대.이화장
123000007,6009-1,26,115000906,16938,방화대교(가상)
103900003,성동01,26,103900110,4700,서울숲푸르지오아파트정문
110900005,노원03,26,110900040,11886,건민약국앞
100100007,102,26,107000005,8005,미아리고개.미아리예술극장
100100030,151,26,107000005,8005,미아리고개.미아리예술극장
100100549,100,26,107000005,8005,미아리고개.미아리예술극장
124000006,6200,26,115000904,16944,마곡철교(가상)
100100507,6009,26,118000589,19977,성산대교(가상)
100100412,6001,26,101000050,2149,명동역4번출구
123000009,6300-1,26,118000587,19979,양화대교(가상)
100100192,2113,26,106000275,7373,동양쇼핑
124000033,N15A,26,102000003,3003,신용산역
100100397,9701,26,218000071,35402,화정동단독주택단지
111000022,707,26,218000071,35402,화정동단독주택단지
100100264,5530,26,208000104,57017,만안초교
111000011,773,26,219000131,36664,일산동부경찰서(중)
100100108,706,26,219000382,36186,강촌마을8단지
122000002,6102,26,161000333,92652,공항입구JC
100100417,6008,26,161010558,92570,GS주유소(가상)
